Title,Author,Secondary Author(s),Illustrator(s),Translator(s),Series Name,State,District,Challenge/Removal,Ban Status,Initiating Action
House of Night: Legacy,"Cast, P.C.","Cast, Kristin; Dalian, Kent","Jones, Joelle; Kerschl, Karl; Covey, Joshua; Krall, Daniel; Case, Jonathan; Canete, Eric",,House of Night,Iowa,Bondurant-Farrar Community School District,March 2024,Banned pending investigation,Administration
House of Night: Legacy,"Cast, P.C.","Cast, Kristin; Dalian, Kent","Jones, Joelle; Kerschl, Karl; Covey, Joshua; Krall, Daniel; Case, Jonathan; Canete, Eric",,House of Night,Iowa,Chariton Community School District,June 2024,Banned pending investigation,Administration
Tin Star,"Castellucci, Cecil",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Mantle: The Best There Ever Was,"Castro, Tony",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
My Antonia,"Cather, Willa",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned by restriction,"Informal Challenge, Administration"
A Question of Holmes,"Cavallaro, Brittany",,,,Charlotte Holmes,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
A Study in Charlotte,"Cavallaro, Brittany",,,,Charlotte Holmes,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Case for Jamie,"Cavallaro, Brittany",,,,Charlotte Holmes,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Last of August,"Cavallaro, Brittany",,,,Charlotte Holmes,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
AIDS,"Cefrey, Holly",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Syphilis and Other Sexually Transmitted Diseases,"Cefrey, Holly",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Something Happened in Our Town,"Celano, Marianne","Moses, Donald",,,,Wisconsin,Howard-Suamic School District,November 2023,Banned,Administration
When Dinosaurs Walked,"Chaikin, Andrew",,,,Curious Creatures,Texas,North East Independent School District,June 2024,Banned,Administration
The School for Good and Evil,"Chainani, Soman",,"Bruno, Iacopo",,School for Good and Evil,Florida,Clay County School District,March 2024,Banned by restriction,Formal Challenge
Dying to Know You,"Chambers, Aidan",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Postcards From No Man's Land,"Chambers, Aidan",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
"Farewell, My Lovely","Chandler, Raymond",,,,Philip Marlowe,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
Playback,"Chandler, Raymond",,,,Philip Marlowe,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
Raymond Chandler: Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell My Lovely / The High Window,"Chandler, Raymond",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
The Big Sleep,"Chandler, Raymond",,,,Philip Marlowe,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
The High Window,"Chandler, Raymond",,,,Philip Marlowe,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
The Lady in the Lake,"Chandler, Raymond",,,,Philip Marlowe,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
The Long Goodbye,"Chandler, Raymond",,,,Philip Marlowe,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
The Rape of Nanking: The Forgotten Holocaust of World War II,"Chang, Iris",,,,,Iowa,Cedar Falls Community School District,June 2024,Banned pending investigation,Administration
The Rape of Nanking: The Forgotten Holocaust of World War II,"Chang, Iris",,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration
The Rape of Nanking: The Forgotten Holocaust of World War II,"Chang, Iris",,,,,Iowa,Nevada Community School District,October 2023,Banned,Administration
The Rape of Nanking: The Forgotten Holocaust of World War II,"Chang, Iris",,,,,Iowa,Northeast Community School District,June 2024,Banned pending investigation,Administration
The Rape of Nanking: The Forgotten Holocaust of World War II,"Chang, Iris",,,,,Iowa,Spencer Community School District,June 2024,Banned,Administration
The Rape of Nanking: The Forgotten Holocaust of World War II,"Chang, Iris",,,,,Iowa,Waterloo Community School District,June 2024,Banned pending investigation,Administration
The Rape of Nanking: The Forgotten Holocaust of World War II,"Chang, Iris",,,,,Maine,Hermon School Department,August 2023,Banned by restriction,Administration
Shiny Broken Pieces,"Charaipotra, Sona","Clayton, Dhonielle",,,Tiny Pretty Things,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Symptoms of a Heartbreak,"Charaipotra, Sona",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Tiny Pretty Things,"Charaipotra, Sona","Clayton, Dhonielle",,,Tiny Pretty Things,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Muted,"Charles, Tami",,,,,Iowa,Dallas Center-Grimes Community School District,June 2024,Banned pending investigation,Administration
Muted,"Charles, Tami",,,,,Iowa,Nevada Community School District,October 2023,Banned,Administration
Papillon,"Charrière, Henri",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
So Done,"Chase, Paula",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Confessions of a High School Disaster,"Chastain, Emma",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Notes From a Former Virgin : Junior Year,"Chastain, Emma",,,,,Maine,Hermon School Department,August 2023,Banned by restriction,Administration
The Year of Living Awkwardly,"Chastain, Emma",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Year of Living Awkwardly,"Chastain, Emma",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
Imaginary Friend,"Chbosky, Stephen",,,,,Florida,Clay County School District,February 2024,Banned,Formal Challenge
Pieces: A Collection of New Voices,"Chbosky, Stephen",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Alaska,Matanuska-Susitna Borough School District,September 2023,Banned pending investigation,Formal Challenge
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Florida,Charlotte County Public Schools,August 2023,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Florida,Duval County Public Schools,December 2023,Banned pending investigation,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Florida,Escambia County Public Schools,December 2023,Banned pending investigation,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Florida,Hernando County Schools,September 2023,Banned,Formal Challenge
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Florida,Leon County Schools,July 2023,Banned,Formal Challenge
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Florida,Nassau County School District,November 2023,Banned,Formal Challenge
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Florida,Okaloosa County School District,August 2023,Banned pending investigation,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Florida,Orange County Public Schools,September 2023,Banned pending investigation,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Florida,Pinellas County Schools,July 2023,Banned by restriction,Formal Challenge
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Florida,Polk County Public Schools,June 2024,Banned pending investigation,Formal Challenge
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Florida,School District of Manatee County,October 2023,Banned by restriction,Unclear
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Florida,Seminole County Public Schools,November 2023,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Georgia,Cobb County School District,April 2024,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Georgia,Marietta City Schools,December 2023,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Adel DeSoto Minburn Community School District,June 2024,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,AGWSR Community School District,October 2023,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Ankeny Community School District,June 2024,Banned pending investigation,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Aplington-Parkersburg Community School District,June 2024,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Bondurant-Farrar Community School District,March 2024,Banned pending investigation,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,CAM Community School District,October 2023,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Cardinal Community School District,June 2024,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Carlisle Community School District,October 2023,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Cedar Falls Community School District,June 2024,Banned pending investigation,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Central Lyon Community School District,October 2023,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Central Springs School District,October 2023,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Clear Lake Community School District,June 2024,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Council Bluffs Community School District,June 2024,Banned pending investigation,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Dallas Center-Grimes Community School District,June 2024,Banned pending investigation,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Decorah Community School District,June 2024,Banned pending investigation,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Forest City Community School District,October 2023,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Gilbert Community School District,June 2024,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Grundy Center Community School District,June 2024,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Knoxville Community School District,June 2024,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Linn-Mar Community School District,June 2024,Banned pending investigation,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Louisa-Muscatine Community School District,October 2023,Banned pending investigation,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Marion Independent School District,June 2024,Banned pending investigation,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Mid-Prairie Community School District,June 2024,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Missouri Valley Community School District,June 2024,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Muscatine Community School District,June 2024,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Nevada Community School District,October 2023,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,New Hampton Community Schools,June 2024,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,Nodaway Valley Community School District,October 2023,Banned,Administration
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Iowa,North Polk Community School District,June 2024,Banned pending investigation,Administration
